Item Code,Item Name,Barcode,Cost,VAT.Rsp,GP.%,Qty,Category,Supplier,Brand
6447413,CINTHOL SOAP LEMON 6X125G SPECIAL OFFER,8901023028878,12.92,14.95,13.61%,72,Bath Soaps,M.H. ENTERPRISES (L.L.C.),CINTHOL
6447422,CINTHOL SOAP SANDAL 6X125G SPECIAL OFFER,8901023028885,12.87,14.95,13.90%,42,Bath Soaps,M.H. ENTERPRISES (L.L.C.),CINTHOL
6447423,CINTHOL SOAP HERBAL 6X125G SPECIAL OFFER,8901023028892,12.87,14.95,13.90%,65,Bath Soaps,M.H. ENTERPRISES (L.L.C.),CINTHOL
6447424,CINTHOL SOAP LEMON 4X175G SPECIAL OFFER,8901023028908,8.04,9.95,19.15%,184,Bath Soaps,M.H. ENTERPRISES (L.L.C.),CINTHOL
6447425,CINTHOL SOAP HERBAL 4X175G SPECIAL OFFER,8901023028915,7.79,9.95,21.76%,58,Bath Soaps,M.H. ENTERPRISES (L.L.C.),CINTHOL
6447426,CINTHOL SOAP SANDAL 4X175G SPECIAL OFFER,8901023028922,8.55,11.5,25.65%,14,Bath Soaps,M.H. ENTERPRISES (L.L.C.),CINTHOL
6448197,FA DEO CARIB LEMON 2X150ML TP.SP PR 1/1,6281031278222,9.61,11.9501,19.60%,4,Body Spray & Deodorant,GULF INTERNATIONAL,FA
6448209,FA DEO SPRAY AQUA 150ML TP.SP PR 1/1,6281031278284,9.61,11.9501,19.60%,2,Body Spray & Deodorant,GULF INTERNATIONAL,FA
6448212,FA DEO INVISIBLE POWER 150ML TP.SP PR 1/1,6281031278208,9.61,11.9501,19.60%,2,Body Spray & Deodorant,GULF INTERNATIONAL,FA
6448234,FA ROLL ON INVISIBLE 50ML TP.SP PR 1/1,6281031277966,9.14,10.95,16.58%,3,Antiperspirant Stick,GULF INTERNATIONAL,FA
6448248,PERSIL HF GEL OUD 950 ML TWIN PACK,6281031274293,19.57,23.95,18.29%,4,Liquids & Concentrates,GULF INTERNATIONAL,PERSIL
6448467,AZCO PET RD JAR  300ML,6291100950850,0.95,2.0,52.31%,-6,PET JAR,ASCO HOUSEHOLD TRADING LLC,AZCO
6448478,AZCO PET RD JAR  500ML,04644842278,1.39,3.0,53.62%,1,PET JAR,ASCO HOUSEHOLD TRADING LLC,AZCO
6448895,AL MADINA TOILET ROLLS 200 SHEETS,6297001061169,6.82,8.95,23.74%,4,Toilet Rolls,JALEEL DISTRIBUTION LLC,AL MADINA
6449199,KOTEX MAXI SLIM SUPER WINGS (44+16FR)+ADD21.23%OFF,6084014450031,18.9,23.0,17.83%,3,San pro Pads,AL SEER TRADING AGENCIES,KOTEX
6449310,YSY9252 PENCIL CASE XPM,6970570813352,3.11,6.0,48.20%,3,Pencil Case,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA-AUGUST-24-3
6450558,LIBERO LB CL-01 CLASSIC BRA,8130117293651,5.69,8.0,28.90%,35,Ladies Bras,BURJ AL SHANDAGHA TRDING (LLC),LIBERO 
6450560,LIBERO LB DS 04 DILSE BRA,8130778912632,7.0,9.0,22.22%,20,Ladies Bras,BURJ AL SHANDAGHA TRDING (LLC),LIBERO 
6450561,LIBERO LC SP06 SPARKLES BRA,9524924825968,8.75,12.0,27.10%,6,Ladies Bras,BURJ AL SHANDAGHA TRDING (LLC),LIBERO 
6450887,CLEANMAX YH-5295-1 STEEL WOOL 30G*6PCS SET3,04645082287,1.67,4.0,58.26%,10,Scourer & Clean Clothes,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6451122,FA DEO PINK PSN 150ML TP.SP PR 1/1,6281031278291,9.61,11.9501,19.60%,3,Body Spray & Deodorant,GULF INTERNATIONAL,FA
6451423,SPOT ARBA-01 MENS SLIPPERS  GRY 40-VN,8905444261951,49.35,76.0001,35.07%,1,MENS SLIPPERS,SPOT SHOES TRADING,SPOT
6451426,SPOT ARBA-01 MENS SLIPPERS  GRY 41-VN,8905444261968,49.35,76.0001,35.07%,1,MENS SLIPPERS,SPOT SHOES TRADING,SPOT
6451427,SPOT ARBA-01 MENS SLIPPERS  GRY 42-VN,8905444261975,49.35,76.0001,35.07%,1,MENS SLIPPERS,SPOT SHOES TRADING,SPOT
6451430,SPOT ARBA-01 MENS SLIPPERS GRY 43-VN,8905444261982,49.35,76.0001,35.07%,1,MENS SLIPPERS,SPOT SHOES TRADING,SPOT
6451431,SPOT ARBA-01 MENS SLIPPERS GRY 44-VN,8905444261999,49.35,76.0001,35.07%,1,MENS SLIPPERS,SPOT SHOES TRADING,SPOT
6451432,SPOT ARBA-01 MENS SLIPPERS  GRY 45-VN,8905444262002,49.35,73.0,32.40%,1,MENS SLIPPERS,SPOT SHOES TRADING,SPOT
6451434,SUPER TASTY CHICK PEAS 400GM,6290360091679,2.44,3.95,38.32%,26,Canned Peas,ABDUL WAHED BIN SHABIB DISTRIBUTION (BR OF AW BIN SHABIB INVESTMENTS L.L.C),SUPER TASTY
6451439,SUPER TASTY WHOLE KERNEL SWEET CORN 400GM,6290360091716,2.54,3.5,27.50%,5,Canned Whl. Kernel Corn,ABDUL WAHED BIN SHABIB DISTRIBUTION (BR OF AW BIN SHABIB INVESTMENTS L.L.C),SUPER TASTY
6451963,FINE FEATHER FF1473 COMFORTER SINGLE 150X200 CM,6290360460888,37.62,55.0001,31.60%,5,COMFORT SINGLE,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),FINE FEATHER
6451967,FINE FEATHER FF1474 COMFORTER DOUBLE 200X220 CM,6290360460895,51.45,75.0,31.40%,2,COMFORT DOUBLE,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),FINE FEATHER
6451980,CALIBER CB3021  MENS SPORTS SHOES BLK YW,04645192280,47.22,65.0,27.36%,2,MENS SPORTS SHOES,COTTON HOUSE GENERAL TRADING LLC,CALIBER
6452260,BAJAJ ALMOND DROP 200ML TWIN PACK 20% OFFER,6419950095945,12.65,17.5,27.73%,98,Hair Oils,M.H. ENTERPRISES (L.L.C.),BAJAJ
6452402,ITALO COMBO NAX-1806,6901234518061,2.36,4.0,40.94%,-1,Cosmetic Accessories,N A X TRADING CO.CO.LLC (NAX),ITALO 
6452446,DOVE SOAP PINK 100GM,8710447289327,2.19,3.0,27.08%,406,Bath Soaps,MUSHTAQ AHMED COSMETICS TRADING LLC.,DOVE
6452624,ITALO 3010 BARABER SCISSOR BLACK HNDL,887232936624,6.56,10.0,34.37%,12,Scissors,N A X TRADING CO.CO.LLC (NAX),ITALO 
6452759,BAJAJ ALMOND DROP 300ML+ALMOND DROP 100ML,6419950095952,12.78,16.95,24.62%,140,Hair Oils,M.H. ENTERPRISES (L.L.C.),BAJAJ
6453101,CROWN CLASSIC EXTRA LONG GRAIN BASMATI RICE 5KG,8908000676022,6.3,24.5,74.29%,0,Basmati,M.H. ENTERPRISES (L.L.C.),CROWN
6453112,FIS DOUBLE CLIP 51MM BLACK  FSDO51MM-1,6291019058739,4.99,8.0,37.66%,24,Paper Clips,FAROOK INTERNATIONAL STATIONARY,FIS
6453113,FIS DOUBLE CLIP 32MM BLACK  FSDO32MM-1,6291019058722,2.1,3.0,30.00%,24,Paper Clips,FAROOK INTERNATIONAL STATIONARY,FIS
6453522,LOREAL ELVIVE HYALURON MOISTURE SHAMPOO 400 ML,3610340655197,10.57,14.99,29.50%,21,Shampoo,ALPHAMED GENERAL TRADING LLC,LOREAL
6453715,MINI FILTER SMALL WHITE,05645372215,0.06,0.25,74.80%,34,OTHER TOBACCO,AL QAED INTERNATIONAL GENERAL TRADING LLC,NO BRAND
6453787,CASIO LTP-VT02D-2AUDF LDIES WATCH,4549526320200,74.55,149.0,49.97%,1,LADIES WATCH,AL-WIFAQ GENERAL TRADING LLC,CASIO
6453852,RAFAEL SALGADO OLIVE OIL TIN 2X175ML 25%OFF,6291058152948,18.11,21.5,15.76%,23,Olive Oil,LIFCO INTERNATIONAL TRADING LLC,RAFAEL SALGADO
6453908,RAFAEL SALGADO OLIVE OIL TIN 400ML PRICE OFF,6291058152955,15.47,18.45,16.16%,64,Olive Oil,LIFCO INTERNATIONAL TRADING LLC,RAFAEL SALGADO
6453930,BLANC HOME 190X90X8CM MEDICAL MATTRESS,05645392230,52.5,79.0,33.54%,2,Mattress,AL MADINA DISTRIBUTION CENTRE LLC,BLANC HOME
6453947,RK CHILLY POWDER 200 GM OFFER,6291107833286,3.26,3.95,17.59%,22,Spices_01022002,SEVEN HARVEST TRADING LLC,RK
6453953,NEPALI TOWEL,05645392253,1.6,3.5,54.17%,1,HAND KERCHIEF,AWRAK AL RABEE TRADING LLC,NO BRAND
6454044,HOMEWAY HW3602 PREMIUM STAINLESS STEEL STRAINER 22 CM,6291108338438,14.18,17.75,20.14%,2,STRAINER,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),HOMEWAY
6454055,HOMEWAY HW3633 PEELER,6291108339657,2.89,3.75,23.00%,3,PEELER,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),HOMEWAY
6454105,RK CORIANDER POWDER 200GM OFFER,6291107833347,2.1,2.95,28.81%,25,Spices_01022002,SEVEN HARVEST TRADING LLC,RK
6454106,RK TURMERIC POWDER 200GM OFFER,6291107833316,2.62,3.25,19.26%,32,Spices_01022002,SEVEN HARVEST TRADING LLC,RK
6454117,7 DAYS MINI CROISSANT TOFFEE 44GM,6281007061827,1.82,2.0,9.18%,4,Croissants,ALMARAI EMIRATES COMPANY LLC,7 DAYS
6454171,NESCAFE ORGINAL 3 IN 1 MY CUP 18GM,6221007028000,0.38,1.0,61.73%,4,Coffee,MADKHAL AL MADEENA FOODSTUFF TRADING L.L.C,NESTLE 
6454215,HEZIRE WIRED STEREO HEADSET WSH3PT5,05645422215,12.25,30.0,59.15%,11,HEADPHONES,RF TECHNOLOGIES LLC,HEZIRE
6454349,COLGATE MAXIMUM CAVITY PROTECTON T/P 75ML,6281001101215,1.72,3.5,50.99%,251,Toothpaste & Tooth powder,AL SEER TRADING AGENCIES,COLGATE
6454965,LUBE 4439-BOX MACHINE OIL 80ML,05645492265,1.94,3.0,35.25%,13,Sewing Item,HASSNAR TRADING CO. LLC,NO BRAND
6455702,A4 ZIPPER FILE 7599,6898582000013,2.1,3.0,30.00%,2,Files,FAMILY STATIONERY LLC,NO BRAND
6455931,NESTLE COFFEE MATE 1KG,8850124074553,12.58,21.25,40.79%,27,Coffee,AGRICOLE GENERAL TRADING L.L.C.,NESTLE 
6456493,GINO TOMATO MIX 210GM,8410300361442,4.2,5.95,29.41%,2,Stuffing & Season. Mixe,AFRO MART GENERAL TRADING L.L.C,GINO 
6456590,VINTAGE VJ-801 MENS BONDED JACKET 1230D,05645652290,52.46,85.0,38.28%,2,BONDED JACKET,AL MADINA DISTRIBUTION CENTRE LLC,VINTAGE
6456595,VINTAGE VJ-804 MENS BONDED HOODIE JACKET 1230 LH,05645652295,56.38,89.0,36.65%,2,BONDED JACKET,AL MADINA DISTRIBUTION CENTRE LLC,VINTAGE
6456605,VINTAGE VJ-805 MENS BONDED SLEEVELESS JACKET 1230VH,05645662205,45.57,79.0,42.32%,8,BONDED JACKET,AL MADINA DISTRIBUTION CENTRE LLC,VINTAGE
6456606,VINTAGE VJ-806 BOYS BONDED JACKET 1230LH 36-42,05645662206,48.7,79.0,38.36%,10,BOYS JACKET,AL MADINA DISTRIBUTION CENTRE LLC,VINTAGE
6456608,CLEANMAX CM-603 MINI DUSTPAN WITH BRUSH 8066,05645662208,3.14,5.0001,37.23%,14,DUST PANS,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6456613,CLEANMAX CM-604 DUSTPAN WITH BROOM 9031,05645662213,5.61,10.0,43.94%,18,DUST PANS,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6456614,CLEANMAX CM-605 TOILET BRUSH WITH HOLDER 9109,05645662214,4.36,8.0,45.53%,23,Brushes,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6456615,CLEANMAX CM-606 BROOM HEAD WITH STICK 9052,05645662215,7.04,10.9998,35.98%,10,Broom,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6456616,CLEANMAX CM-607 BROOM HEAD WITH STICK 9201,05645662216,7.43,10.9998,32.46%,4,Broom,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6456618,CLEANMAX CM-608 BROOM HEAD WITH STICK 9099,05645662218,7.19,10.9998,34.67%,10,Broom,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6456620,CLEANMAX CM-609 BROOM HEAD+1.2M POLE(THICKNESS 0.28)  9260-2,05645662220,6.57,10.0002,34.32%,23,Broom,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6456621,CLEANMAX CM-610 FLOOR WIPER WITH STICK 072-T2 45CM,05645662221,6.01,10.0,39.94%,2,Wiper,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6456622,CLEANMAX CM-611 FLOOR WIPER WITH STICK 070-T2 45CM,05645662222,7.48,13.0001,42.44%,12,Wiper,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6456623,CLEANMAX CM-612 DUSTPAN WITH BRUSH 8107,05645662223,5.36,8.0,32.97%,8,DUST PANS,AL MADINA DISTRIBUTION CENTRE LLC,CLEAN MAX
6456663,MAGGI STAR SEASONING 400GM,6151100037671,8.97,12.95,30.70%,1,Stuffing & Season. Mixe,AFRO MART GENERAL TRADING L.L.C,MAGGI
6456807,DOWNY VALLEY DEW 3 LTR SPECIAL OFFER,8001090910318,14.18,16.95,16.37%,2,Liquids & Concentrates,TRANSMED OVERSEAS INCORPORATED S.A,DOWNY
6457942,PONDS ALOE FACE WASH SEL 100ML,4800888223104,25.55,31.0,17.57%,2,Face Wash,AL GURG DISTRIBUTION L.L.C,PONDS
6458220,SANDISK ULTRA DUAL DRIVE TYPE C 128 GB,619659177201,33.6,89.0,62.25%,1,"USB,MICRO SD CARD",TECH MART MIDDLE EAST (LLC),SANDISK
6458388,CLIKON PROMOTION 10,2022052100010,8.5,10.0,15.03%,0,Other Counter Items,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6458440,EVERYUTH NEEM FW 150ML 1+1 FREE,8901548310670,14.61,16.95,13.83%,3,Face Wash,M.H. ENTERPRISES (L.L.C.),EVERYUTH
6458542,"CLIKON CK352 AIR FRYER - 4L,1400W",6291108339169,129.14,159.0,18.78%,3,AIR FRYER ,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6458669,AZCO PET 250ML ROUND JAR,6291100950843,0.84,1.5,44.00%,2,PET JAR,ASCO HOUSEHOLD TRADING LLC,AZCO
6458837,TASTY BAKED BEANS 400 GM,9973700035911,2.13,2.5001,14.74%,14,Canned Baked Beans,BETTER STAR GENERAL TRADING L.L.C,TASTY
6458925,YOUNGLIFE YLMS5071 MENS SOCKS 3PAIR,6294017202814,8.4,11.0,23.64%,59,MENS SOCKS,YOUNGLIFE TRADING LLC,YOUNGLIFE
6459674,AYUSH SONA MASOORI RICE 18KG,6291106823585,38.02,44.0,13.58%,45,SONA MASOORI,NARVI GENERAL TRADING LLC,AYUSH 
6459862,YH5310 6PCS TOOTH BRUSH (MEDIUM),6946357150064,2.48,7.0,64.60%,28,Tooth Brushes,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA-FEB-25-5
6459863,YH5311 TOOTH BRUSH 4PCS SET MEDIUM,6946357141147,1.69,5.0,66.19%,3,Tooth Brushes,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA-AUGUST-24-3
6459869,YH5316 DUSTBIN,05645982269,12.44,22.0,43.48%,2,Bins&Baskets,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA-DEC-23-3
6459872,YH5320 SPICES BOTTLE,05645982272,6.51,11.0,40.82%,1,BOTTLE,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA MAY 22
6459895,YH5340 HAND SHOWER HEAD,05645982295,4.5,8.0,43.69%,-1,Tools & Hardware,AL MADINA DISTRIBUTION CENTRE LLC,DC-CHINA MAY 22
6460256,PRESIDENT BACKPACK 25``BPP1035-25,05646022256,84.0,119.0,29.41%,5,BACK PACK,SHAHAB STORES,PRESIDENT
6460310,SENSODYNE TOOTH BRUSH SENSITIVE,8901571010998,1.98,2.95,32.77%,11,Tooth Brushes,ZAYAN COSMETIC TRADING LLC,SENSODYNE
6460332,PD ADAPTER 9A,05646032232,17.08,49.0,65.14%,13,MOBILE CHARGERS,GIFA INTERNATIONAL GENERAL TRADING LLC,NO BRAND
6460744,DOMS SUPER DARK PENCIL SET 12 PC,8906073784996,3.1,5.0,38.05%,4,Pencil & Leads,BALOON GENERAL TRADING,BASICS
6460768,MEDIMIX HENNA POWDER 150ML,8904018305770,4.2,5.25,19.99%,4,Styling Aid,NASMAT AL SABAH GENERAL TRADING LLC,MEDIMIX
6460803,NESCAFE 3IN1 ORGINAL 17.5GM,8992696420557,0.33,0.75,55.45%,39,Cappuccino,DBROS INTERNATIONAL GENERAL TRADING LLC,NESTLE 
6461068,AL FHAKIR ASSORTED BISCUITS 1X6,178652531168,3.41,3.95,13.61%,114,Sweet Biscuits,AL FAKHIR ROASTER AND SWEETS L.L.C.,AL FAKHIR
6461113,MEDIMIX HENNA POWDER 400ML,8904018305589,10.5,13.25,20.75%,3,Styling Aid,NASMAT AL SABAH GENERAL TRADING LLC,MEDIMIX
6461183,EXCELLENCE HOT SAUCE USA 473 ML,087034040653,9.24,10.95,15.62%,9,Cooking Sauce,A LIUSIE GENERAL TRADING L.L.C,EXCELLENCE
6461402,9074-NAVIFORCE GENTS WATCH,06646142202,34.65,69.0,49.78%,1,GENTS WATCH,HIRA MOTI INTERNATIONAL TRADING LLC,NAVIFORCE
6461753,RAFAEL SALGADO OLIVE OIL 2X230ML SPECIAL OFFER,6291058153150,21.74,24.95,12.86%,40,Olive Oil,LIFCO INTERNATIONAL TRADING LLC,RAFAEL SALGADO
6461949,CLIKON CK4125 STEAM IRON WITH CERAMIC SOLEPLATE-2200W,6290360450162,64.39,83.0,22.42%,2,Irons,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6462506,"WATER TAPE PLASTIC 1/2""",5432112345123,3.68,6.0,38.75%,5,Other Accessories_21007009,SAMIRA ELECTRICAL WARE TRADING LLC,MARKET
6463148,CLIKON PROMOTION 5,2022060300005,4.25,5.0,15.02%,0,Other Counter Items,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6463750,SAMAARA PRE. MASALA TEA POWDER 250 G JAR,8906128020086,10.94,12.95,15.52%,3,FLAVOURED TEA,SHANKAR TRADING COMPANY L.L.C,SAMAARA
6463756,TEPTIP COCONUT WATER 310 ML,804531112405,2.62,3.5,25.00%,5,Bottled Fruit Juice,SHANKAR TRADING COMPANY L.L.C,TEPTIP
6463774,NATURES CHOICE PEANUT BUTTER CHOCO 340 G,6294004565700,5.25,6.5,19.23%,11,Peanut Butter,SHANKAR TRADING COMPANY L.L.C,NATURES CHOICE
6463777,NATURES CHOICE JAGGERY POWDER 500 GM JAR,6294004521744,8.4,10.0,16.00%,3,JAGGERY,SHANKAR TRADING COMPANY L.L.C,NATURES CHOICE
6464296,OZO GEL DETERGENT OCEAN BLUE 2LTR,0782150902099,12.49,15.95,21.68%,2,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6464297,OZO GEL DETERGENT LAVENDER 2LTR,0782150902105,10.25,15.95,35.71%,6,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6464298,OZO GEL DETERGENT FRESH GREEN 2LTR,0782150902112,13.14,15.95,17.59%,3,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6464299,OZO GEL DETERGENT 2X2LTR (GREEN +GREEN),0782150902129,22.62,25.95,12.81%,3,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6464312,OZO GEL DETERGENT 2X2LTR (BLUE+BLUE),0782150902136,24.83,25.95,4.30%,2,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6464314,OZO GEL DETERGENT 2X2LTR (LVNDR+LVNDR),0782150902143,19.48,25.95,24.94%,4,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6464315,OZO GEL DETERGENT 2X2LTR (LVNDR+BLUE ASSORTED),0782150902150,18.12,25.95,30.19%,4,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6464575,TRAVELLER TR3329-20 ABS 4WHEEL EXPANDABLETROLLY 20,6290360460307,66.14,85.0,22.19%,1,Travel Bags,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),TRAVELLER
6464578,COFFEE MIXER,6973010390130,2.62,4.0,34.37%,1,COFFEE WARMER,AL DAWYANI GENERAL TRADING CO. L.L.C,MARKET ITEM
6464634,BRITEMAX BM167 MICROFIBER CLOTH 3PCS,6290360460208,4.42,7.0,36.80%,29,Scourer & Clean Clothes,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),BRITEMAX
6464642,FINE FEATHER FF1131 KING BED SHEET 3  SET 22,6290360460789,42.5,55.0001,22.73%,6,DOUBLE BED SHEET,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),FINE FEATHER
6464661,HOMEWAY HW3652 HOT AND COLD COFFEE MUG 550ML,6291108339923,13.12,18.0,27.08%,2,Mugs,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),HOMEWAY
6464667,HOMEWAY HW3655 MARBLE CASSEROLE DIE CAST ALUMINUM 44CM,6291108339954,159.25,175.0,9.00%,2,Casseroles,ETRONIX MIDDLE EAST GENERAL TRADING LLC (LIFE N RICH),HOMEWAY
6464953,LUI BEANS TOMATO SAUCE 220G,6291061000021,1.84,2.5001,26.50%,12,Sauces,A LIUSIE GENERAL TRADING L.L.C,LUI
6464955,LUI BEANS TOMATO PASTE POUCH 70GM,6291061130919,0.37,0.95,61.32%,498,Sauces,A LIUSIE GENERAL TRADING L.L.C,LUI
6464957,AL MUROOJ BEANS IN TOMATO SAUCE EC 400GM,6291061056691,2.27,3.0,24.46%,13,Canned Beans,A LIUSIE GENERAL TRADING L.L.C,AL MUROOJ
6465028,GODREJ AER SPRAY COOL SURF BLUE 3X300ML PROMO,8901023027772,18.9,22.5,16.00%,58,AIR FRESHNER- SPRAY&AEROSOLS,M.H. ENTERPRISES (L.L.C.),GODREJ
6465045,GODREJ AER SPRAY M.MISTY MEADOWS SPRAY 3X300ML,8901023027789,18.9,22.5,16.00%,56,AIR FRESHNER- SPRAY&AEROSOLS,M.H. ENTERPRISES (L.L.C.),GODREJ
6465048,GODREJ AER SPRAY MUSK AFTER SMOKE 3X300ML,8901023027802,18.9,22.5,16.00%,59,AIR FRESHNER- SPRAY&AEROSOLS,M.H. ENTERPRISES (L.L.C.),GODREJ
6465075,OZO GEL DETERGENT 2X2LTR (GREEN+BLUE) ASSORTED,0782150902167,21.09,25.9497,18.72%,5,Liquids & Concentrates,AL MADINA DISTRIBUTION CENTRE LLC,OZO
6465094,TATRIX BLANKET 3 PCS SET,6901968300000,78.75,125.0,37.00%,6,BLANKET,ESMAEIL MOHD BAYGAN FURNITURE TRDG. LLC,NO BRAND
6465129,SOAP BOX IND 1055,8904316301061,0.52,2.0,73.75%,3,SOAP BOX,AL SAFAH GENERAL TRADING (MARKET CASH),NO BRAND
6465157,SINGLE USE BAG,06646512257,0.1,0.25,58.00%,-17926,PACKING ITEMS,AL TAJ AL THAHABI PLASTIC FACTORY LLC,SHOPPING BAG
6465184,CLIKON CK3318 8 IN 1 HAIR STYLER-800W,6291108337882,66.38,79.0,15.98%,2,Hair Dryers&Curlers,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6465263,CLIKON CK3317 RECHARGEABLE HAIR STRAIGHT,6291108337905,94.36,119.0,20.70%,6,Hair Dryers&Curlers,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6465436,PRAN RETAJ EVAPORATED MILK 410ML,840205701209,2.37,2.95,19.79%,2,Evaporated Milk,EMERGING WORLD - F.Z.C,PRAN
6465545,PRAN PLAIN PARATHA 400GM,841165142361,2.48,2.95,15.80%,-1,Ethnic Ready Meals,EMERGING WORLD - F.Z.C,PRAN
6465555,PRAN CHICKEN SAMOOSA 400GM,840205700998,7.96,9.5,16.22%,23,Other Frozen Vegetable,EMERGING WORLD - F.Z.C,PRAN
6465607,MALING BROAD BEANS 4X400G,6291061081303,6.65,7.95,16.40%,30,BEANS,A LIUSIE GENERAL TRADING L.L.C,MALING
6465719,BLANC HOME CLOTH DRYER ALUMINIUM BH-503,06646572219,40.87,77.0,46.92%,3,Cloth Dryers,AL MADINA DISTRIBUTION CENTRE LLC,BLANC HOME
6465783,AL MUROOJ CHICK PEAS EC 4X400GM,6291061122969,7.35,8.95,17.88%,14,Canned Beans,A LIUSIE GENERAL TRADING L.L.C,AL MUROOJ
6465784,AL MUROOJ RED KIDNEY BEANS EC 4X400GM,6291061122945,7.35,8.95,17.88%,11,Canned Beans,A LIUSIE GENERAL TRADING L.L.C,AL MUROOJ
6465785,LUI BROAD BEANS 6X400GM,6291061081358,8.92,10.5,15.01%,107,Canned Beans,A LIUSIE GENERAL TRADING L.L.C,LUI
6465786,AL MUROOJ BEANS IN TOMATO SAUCE 4X400GM,6291061122983,7.35,8.95,17.88%,8,Canned Beans,A LIUSIE GENERAL TRADING L.L.C,AL MUROOJ
6465787,LUI TOMATO PASTE 8X190G,6291061081334,9.98,11.5,13.26%,34,Canned Tomatoes & Puree,A LIUSIE GENERAL TRADING L.L.C,LUI
6465954,CLIKON CK2034 16`` STAND FAN W TIMER-45W,6291108339985,98.5,119.0,17.22%,2,Fans,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6465972,CLIKON CK2033 16`` TABLE FAN W/TIMER-45W,6291108339978,95.29,119.0,19.93%,6,Fans,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6465973,CLIKON CK2036 12`` BOX FAN,6290360450209,80.3,95.0,15.47%,6,Fans,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6466094,CADBURY DAIRY MILK CPKLAT SUSU 135GM,7622210410474,5.4,6.95,22.36%,69,Covered Choco Bars & Tab,GOLDEN ROSE FOODSTUFF TRADING COMPANY L.L.C.,CADBURY
6466448,CLIKON CK2038 8`` RECHARGEABLE FAN-2400MAH,6290360450230,55.67,65.0,14.35%,4,Fans,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6466450,CLIKON CK2037 6`` RECHARGEABLE FAN-1200MAH,6290360450254,34.25,39.0,12.19%,6,Fans,ETRONIX MIDDLE EAST GENERAL TRADING L.L.C (CLIKON),CLIKON
6466482,BEACH 2PC SHORTS SET,06646642282,26.25,45.0,41.67%,10,Mens Casual Shorts,GULF APPARELS LLC,NO BRAND
6466519,COCKROACH KILLING BAIT POWDER 6G,6939019000296,0.35,1.0,64.54%,2,Insect Killers,HAPPY LOOK GENERAL TRADING LLC,NO BRAND
6466770,FRYDAY BAJIRA 500GM,0199624891290,2.89,3.75,23.00%,14,Other Crisps,FOOD POINT PACKING & PACKAGING MATERIALS TRADING LLC,FRYDAY
6467452,ADDA OMEGA 33 GENTS SLIPPERS MIX,06646742252,28.0,39.0,28.21%,22,MENS SLIPPERS,GANGOLLI TRADING L.L.C,ADDA
